sample_id,office_app,declared_purpose,macro_length_lines,module_count,comment_ratio,has_digital_signature,external_link_count,autoexec_event_count,shell_call_count,createobject_count,wscript_keyword_count,powershell_keyword_count,url_count,file_write_keyword_count,registry_keyword_count,process_keyword_count,vba_stomping_indicator,chr_function_count,string_concat_count,base64_like_string_count,hex_string_count,long_string_count,suspicious_keyword_count,entropy_score,obfuscation_score,sandbox_process_created,sandbox_network_attempt,sandbox_file_modified,sandbox_registry_modified,on_error_resume_next_count,eqv_operator_count,dead_code_loop_count,line_continuation_count,document_property_access_count,showwindow_keyword_count,dynamic_createobject_indicator,random_identifier_obfuscation_score,static_risk_score,sandbox_risk_score,final_risk_score,evidence_score,label,label_text,split,source_type,source_file,sha256,variant_intensity
MACRO_00810,Excel,formatting,614,3,0.237,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.392,2.4,0,0,0,0,0,0,0,2,0,0,0,12.61,0.0,0.0,0.88,1.28,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,86428bb51de28230d070d4088aa048233a6be78d59335aeed2ccdc69bf33829d,
MACRO_00482,PowerPoint,mail_merge,334,1,0.228,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4.15,7.2,0,0,0,0,1,0,0,0,0,0,0,20.13,0.0,0.0,0.0,2.79,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,ec50dc676a2c24477d2aa3f9c23b9a8628ba8540ebe0b1262b3d7e5834246986,
MACRO_00248,Excel,template_automation,396,2,0.137,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,4.306,5.7,0,1,0,0,0,0,0,2,0,0,0,6.29,26.2,22.0,21.16,14.59,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,05427429d548c9cca159051b130470851a40238bf78f48b3a7ca5d42f5d1be60,
MACRO_00227,PowerPoint,formatting,338,4,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5.463,16.6,0,0,0,1,0,0,0,0,0,0,0,12.01,6.2,18.0,10.83,6.73,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,1272dd165e1870d8747b0c76de46183dfdd0446deb17dd4bf41b0e473b736393,
MACRO_01158,Excel,reporting,353,1,0.251,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.182,1.2,1,0,0,0,0,0,0,2,0,0,0,5.85,0.0,24.0,0.0,0.61,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,9100b2a202e16e0eddd4c5dbd351cc32b87a61ed93b0d0ac3e34bafb897c24e7,
MACRO_00740,Excel,data_cleanup,372,3,0.294,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4.369,5.3,0,0,0,0,0,0,0,2,0,0,0,4.8,0.0,0.0,2.61,2.2,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,63f3ac999ae8d3989cd9da110c51d38690b363a844020b7f78a286a2e8004341,
MACRO_00993,Excel,formatting,399,1,0.185,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,4.427,5.7,0,0,0,0,0,0,0,1,0,0,0,9.4,14.43,0.0,9.27,15.3,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,a373dde99e146e4e86c508090dc26c4ee3390cbfc52dd7d966334d1ac2d5b3a0,
MACRO_01016,Excel,mail_merge,360,3,0.217,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,3.981,8.0,0,0,0,0,0,0,0,1,0,0,0,3.95,7.89,0.0,0.55,5.75,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,de0ed43a5edec1e39a4cd30298163b1bd225cb665c167cf28e7fe56b83464abe,
MACRO_00726,Excel,credential_access_like,397,3,0.15,0,1,0,0,1,0,0,0,0,0,0,0,5,11,1,2,2,2,5.446,50.6,0,0,0,0,0,0,1,1,0,0,0,11.32,34.85,0.0,21.48,28.8,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,0d31d18aa28412332b0e5202ee57689c431d841c4e7a97e4e45ae6931196cf0e,
MACRO_00864,PowerPoint,reporting,330,4,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4.25,2.4,0,0,0,0,0,0,0,0,0,0,0,6.57,0.0,0.0,0.0,0.92,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,1358932b7fe4279a7471bdc7831e8390fa53f064fd1c2b4bdd348cfa5ace4835,
MACRO_00984,Word,mail_merge,330,2,0.118,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.834,1.2,0,0,0,0,0,0,0,1,0,0,0,14.36,2.62,0.0,0.0,2.12,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,ed26cd56cc33f2b2390cea863ab2b4d13fc4ce4c9f5529f9d8e5be302e452bbd,
MACRO_00294,Excel,chart_generation,287,5,0.163,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4.032,6.8,1,0,0,0,0,0,0,2,0,0,0,0.0,0.25,24.0,10.88,2.34,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,d4939271e249070d310149fc5b71042e672c3d4d37c96bd25f9ce69b03d1abba,
real_benign_macrosreales_07398_07398,Excel,template_automation,364,1,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.776,6.68,0,0,0,0,0,0,0,0,0,0,0,19.08,3.15,0.0,2.27,3.81,0,segura,train,real_benign,real_macros\macrosreales.csv,9bcdfb9244cd18c960dc1b3138b28f63ba377a4845a17e60e425b88da7e1b8fd,
MACRO_00837,Word,reporting,690,3,0.249,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.959,2.0,0,0,0,0,0,0,0,2,0,0,0,1.95,12.86,0.0,5.04,14.19,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,654197c800563d48f6d52673c7b646257d23dd09847ac2b88e579be3b0dfa6f5,
MACRO_00775,PowerPoint,mail_merge,561,2,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,4.95,11.2,0,0,0,0,1,0,0,2,0,0,0,0.0,10.7,0.0,7.84,10.28,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,b6ce9f9f7e5db8e2695b5cfec8c0ef298eeca06da60ab6d226b250882f6504fa,
MACRO_01051,Excel,chart_generation,307,2,0.174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.862,1.2,0,0,0,0,0,0,0,0,0,0,0,20.63,15.72,0.0,10.69,10.48,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,0516e5e1c6d3ec392e2a6a14e05b0fb09ba384bfe64296af3355ef20230033dc,
real_benign_macrosreales_06944_06944,Excel,obfuscated_loader_like,411,1,0.061,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,4.714,58.77,0,0,0,0,0,0,0,1,0,0,0,35.63,30.83,0.0,22.2,30.53,0,segura,train,real_benign,real_macros\macrosreales.csv,fddbeb41bdc6e176cec49df2eddf29741245773b311c3b16350eac9a949f3843,
MACRO_01409,Word,data_cleanup,295,7,0.286,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4.09,3.6,1,0,0,0,0,0,0,0,0,0,0,1.23,10.94,24.0,20.12,7.02,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,2fdb1f82a3540a45cd029d8276d0f45ec7ad2629a99242b39f3fa2de022223c7,
edr_benign_010,Excel,template_automation,50,1,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,4.379,12.24,0,0,0,0,0,0,0,1,0,0,0,10.96,6.69,0.0,4.82,5.89,0,segura,train,edr_benign_real,benign,53fb0f36f7dcb8d521c2fa5809f55dd5978ef810db0d872e577b0d8334a56826,real
MACRO_00540,Excel,formatting,385,2,0.181,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3.786,6.9,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,5.47,1.52,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,2c0743037476fbed646fbccd06b34d16b2ad1cecf8ad2d6ca82d9ff4a4834539,
MACRO_00237,Excel,reporting,298,2,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4.776,7.2,0,0,0,0,0,0,0,0,0,0,0,19.32,1.98,0.0,3.99,3.5,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,e78a16c315808f8329abd970a40ddf534cf3c2bed15a3afa116333298ccb5ab3,
MACRO_00361,PowerPoint,template_automation,504,1,0.193,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,1,3.611,10.8,0,0,1,0,0,0,0,2,0,0,0,2.19,4.45,12.0,8.94,6.45,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,997d1743b024e9df072caf249424be76ee572c5dd81ce6e4bf01c9f28479f634,
real_benign_macrosreales_08282_08282,Excel,template_automation,363,1,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.813,6.7,0,0,0,0,0,0,0,0,0,0,0,19.15,3.16,0.0,2.27,3.82,0,segura,train,real_benign,real_macros\macrosreales.csv,68d71927af808f72c1ec64a3d7082bc919f337cdee5372d91c4b68ba8cdf9772,
edr_benign_005_variant_003,Word,template_automation,21,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.018,27.42,0,0,0,0,0,0,0,0,0,0,0,48.39,29.19,0.0,21.02,20.03,0,segura,train,edr_benign_augmented,benign,28180f3caf2a85269ae1ec6911fc5b190e9f165e1437d7b6856e5163d70a0a60,low
MACRO_01220,PowerPoint,chart_generation,706,1,0.263,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.827,1.2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,4.47,8.26,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,5cf93465676a0a726f5f2d2aa4647456c4a6be624e3cec903d1c33b918c6fdd7,
MACRO_00348,Excel,data_cleanup,117,4,0.245,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.678,1.2,0,0,0,0,0,0,0,2,0,0,0,13.2,3.58,0.0,0.0,3.42,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,8c83368f6f442e8e7186fcfcc6a46ccf67944813d49f60d8388906d096357703,
MACRO_00636,Excel,data_cleanup,300,2,0.222,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,4.524,4.4,0,0,0,0,0,0,0,0,0,0,0,16.37,0.3,0.0,3.52,3.81,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,9bb5a9fe74dd340b5ce2175de892b3bd67fa38894ed3cd18bbed384249c355e6,
real_benign_macrosreales_02765_02765,Word,obfuscated_loader_like,267,1,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4.445,49.82,0,0,0,0,0,0,0,22,0,0,0,29.21,26.11,0.0,18.8,22.63,0,segura,train,real_benign,real_macros\macrosreales.csv,72ae0bc48af0f8f2265cba68add8ddb3c2c09b7a894bcf167d35b8ec18b8acf3,
project_example_benign_01_format_report,Word,template_automation,6,1,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.788,2.5,0,0,0,0,0,0,0,0,0,0,0,7.14,0.0,0.0,0.0,0.98,0,segura,train,project_benign_example,C:\Users\Alejandro\Documents\TFM\tfm-macros\outputs\examples\test_macros\benign\benign_01_format_report.vba,637ada28d350c1908a93d646792cb7a7773c429ec8c657a401777a9916f1599d,
MACRO_01362,Word,formatting,482,2,0.102,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3.154,3.2,0,0,0,0,0,0,0,1,0,0,0,6.23,13.71,0.0,10.99,10.04,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,97775fbc5d6f1b959a194219f5eb1dd5bf7d6c0994a211b968abf4c19802198c,
MACRO_00818,PowerPoint,formatting,439,2,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.769,4.8,0,0,0,0,0,0,0,2,0,0,0,14.56,0.0,0.0,0.0,1.93,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,1f5825b967783315fbb1083b5bcf67b1480a37d29ae4182f8f66f7d17f85f352,
real_benign_macrosreales_07268_07268,Excel,obfuscated_loader_like,411,1,0.061,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,4.714,58.77,0,0,0,0,0,0,0,1,0,0,0,35.63,30.83,0.0,22.2,30.53,0,segura,train,real_benign,real_macros\macrosreales.csv,fb7387e857f5681a6767345150401f15ed4c11cc94bd317a27a8cc2cb95bd2d7,
MACRO_00155,Word,mail_merge,355,1,0.097,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4.081,5.6,0,0,0,0,0,0,0,1,0,0,0,0.0,0.8,0.0,2.46,2.29,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,1e3f3a8dfc738b4eac1e6278701dc247e54d4580983fadc713c11bff354c6613,
real_benign_macrosreales_13283_13283,Excel,obfuscated_loader_like,362,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,4.007,62.98,0,0,0,0,0,0,0,0,0,0,0,14.52,29.23,0.0,21.04,25.83,0,segura,train,real_benign,real_macros\macrosreales.csv,24e64990870cbc9c31f0febb131ff8e2a7b46bb706be74433c7ad882315d4c9d,
MACRO_00631,Word,mail_merge,42,2,0.235,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4.282,4.4,0,0,0,0,0,1,0,2,0,0,0,13.77,0.0,0.0,0.0,2.54,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,99646f1856793a39ba6695a08d82aad7697efe1adccc374f35238ff2f2433113,
real_benign_macrosreales_09736_09736,Excel,template_automation,255,1,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4.982,21.89,0,0,0,0,0,0,0,0,0,0,0,32.54,13.38,0.0,9.63,11.85,0,segura,train,real_benign,real_macros\macrosreales.csv,5918cf9ca8264a0a1e214e0423da4be03405aea77252935777d259f3ebe614f9,
real_benign_macrosreales_06150_06150,Word,template_automation,73,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.252,11.78,0,0,0,0,0,0,0,0,0,0,0,24.51,9.85,0.0,7.09,8.56,0,segura,train,real_benign,real_macros\macrosreales.csv,bbc120fc67c1c1e1a46f75c3e315541027e7f3768545868626cb4833a8750d41,
MACRO_01368,PowerPoint,data_cleanup,316,1,0.158,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,4.988,13.3,0,0,0,0,0,0,0,0,0,0,0,13.41,0.0,0.0,1.8,5.23,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,0171d7f52634018e9c69ad70f38acaabd8a763ae7f734d16a1bc67eef2f0fd23,
real_benign_macrosreales_06135_06135,Word,obfuscated_loader_like,149,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,10,0,4.634,45.15,0,0,0,0,0,0,0,0,0,0,0,25.56,24.07,0.0,17.33,21.36,0,segura,train,real_benign,real_macros\macrosreales.csv,779f973564c58e79319bc92d4855d4c63ee3faf69f4b24a8129dbb15323bfa8d,
MACRO_00271,Excel,data_cleanup,490,2,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.404,10.0,0,0,0,0,0,0,0,2,0,0,0,8.83,0.0,0.0,0.0,2.73,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,6c9a9eabad80bb03b9505cde89ce5e5e6a7cef3314edef68caf2c6af3cb176cd,
MACRO_01361,Word,chart_generation,158,2,0.209,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.374,3.8,0,0,0,0,0,0,0,0,0,0,0,6.72,10.25,0.0,6.89,13.13,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,3dd4a45200f80e92e3d973fb2e0a26f2a75f2e788a699fcd746753a98af3fe01,
real_benign_macrosreales_11026_11026,Excel,template_automation,255,1,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4.982,21.89,0,0,0,0,0,0,0,0,0,0,0,32.54,13.38,0.0,9.63,11.85,0,segura,train,real_benign,real_macros\macrosreales.csv,31b7bff45d17151f4e302a52bbccc98043261680b0a5a527be0d34b42e60834c,
MACRO_00953,Word,template_automation,392,3,0.168,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.15,3.8,0,0,0,0,0,1,0,1,0,0,0,10.59,0.0,0.0,3.26,1.47,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,b40e0013739998e610bcf4cc91b21c954046d0763729de7835084eaa31ed817b,
edr_benign_001_variant_001,Word,template_automation,30,7,0.067,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4.503,20.75,0,0,0,0,0,0,0,0,0,0,0,7.94,17.23,0.0,12.41,11.59,0,segura,train,edr_benign_augmented,benign,7748e941e1c59e823fd583398b716eba28219b78912f71f3cda8a687be103386,low
real_benign_macrosreales_06929_06929,Excel,template_automation,364,1,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,6.73,0,0,0,0,0,0,0,0,0,0,0,19.22,3.2,0.0,2.3,3.85,0,segura,train,real_benign,real_macros\macrosreales.csv,73b128787772534018ce965f34949bdf26d81ec4ea0279f6c9aa5bafa73199fb,
MACRO_00088,Excel,chart_generation,97,5,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.344,4.7,0,0,0,0,0,0,0,1,0,0,0,12.95,0.0,0.0,3.18,1.81,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,0b3f4d681fa396a55cd5472c43985162695819072d090c8900f1615e7c1d6afb,
edr_benign_010_variant_008,Excel,template_automation,50,1,0.04,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,4.379,30.22,0,0,0,0,0,0,0,1,0,0,0,10.96,30.24,0.0,21.78,18.8,0,segura,train,edr_benign_augmented,benign,53fb0f36f7dcb8d521c2fa5809f55dd5978ef810db0d872e577b0d8334a56826,low
MACRO_00044,Excel,mail_merge,386,3,0.261,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,3.654,5.4,0,1,0,0,0,0,0,0,0,0,0,7.28,20.09,22.0,20.25,12.26,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,2211655517d4d8a69bc8a2fc129e2264dfd0617006275e3ff9643f779f2cd107,
MACRO_01057,Excel,template_automation,231,2,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,4.161,8.9,0,0,0,0,0,0,1,2,0,0,0,0.84,9.34,0.0,1.72,14.31,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,24eb27f0029a86d12e4c733bd307ae450b379c331c18106fe02b9411f4103f3d,
real_benign_macrosreales_12563_12563,Excel,obfuscated_loader_like,411,1,0.061,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,4.714,58.77,0,0,0,0,0,0,0,1,0,0,0,35.63,30.83,0.0,22.2,30.53,0,segura,train,real_benign,real_macros\macrosreales.csv,0f6db88ede638d6ecd81a3f357a95a7b5ed6ff6b905d6512224518e51adc48f5,
MACRO_00205,PowerPoint,mail_merge,662,3,0.248,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,3,4.436,8.4,0,0,0,0,0,1,0,0,0,0,0,15.06,32.56,0.0,31.75,19.12,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,ba9b161c93f1202dd134c63268ff04ed17faf2aa6e30a1c010347a9b829d7938,
MACRO_01438,Excel,mail_merge,199,2,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.809,4.8,1,0,0,0,0,0,0,0,0,0,0,5.53,0.0,24.0,0.82,1.39,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,b26385cf1f973eeb0560dfd8ea44a7fd3ec2e536543278684e7b78af2fccb3a5,
MACRO_00910,Word,reporting,475,2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,4.617,4.4,0,0,0,0,0,0,0,2,0,0,0,7.86,1.65,0.0,0.0,2.82,0,segura,train,synthetic_existing,outputs\macro_dataset_tfm.csv,5ee3fbc5ceaf14e57e6c241ea725a9cf0a85390dc16cb5e6fa08546fa01ef22d,
